revid_ctxt,date,rev_time,editor,link,rev_id,token_id,pos,in,out,action,duplicated,left,token,right,nationality,birth_place,Link,Bulk,ali comment,fabian_comment,cluster_4,cluster_10
615898734,2014-07-01,7/7/14 03:09,139104,http://en.wikipedia.org/w/index.php?&diff=615898734,615898734,13916,156,2,1,rein,TRUE," scotland , england | nationality = scottish | other _ names = | citizenship =",british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
517198182,2012-10-01,2012-10-13 22:47:18,0|109.77.100.80,http://en.wikipedia.org/w/index.php?&diff=517643279,517643279,14297,183,17,2,out,FALSE, scotland | nationality = scottish | other _ names = johnny | citizenship = united,kingdom," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,-1,134
690146913,2015-11-01,11/11/15 16:34,0|197.35.84.55,http://en.wikipedia.org/w/index.php?&diff=690150849,690150849,13916,186,43,114,out,TRUE, scotland and england | nationality = british | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,Y,,,104,134
690158819,2015-11-01,11/11/15 17:31,18685638,http://en.wikipedia.org/w/index.php?&diff=690158819,690158819,13916,188,117,44,rein,TRUE, scotland and england | nationality = british | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,Question/Cleaning,YES,-1,-1
701709634,2016-01-01,1/26/16 3:09,0|58.27.19.229,http://en.wikipedia.org/w/index.php?&diff=701710153,701710153,13916,178,0,1,out,FALSE, scotland and england | nationality = british | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
615952943,2014-07-01,7/7/14 21:11,21773512,http://en.wikipedia.org/w/index.php?&diff=616000056,616000056,13916,156,1,1,out,FALSE, scotland and england | nationality = scottish | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
616000072,2014-07-01,7/7/14 21:11,13286072,http://en.wikipedia.org/w/index.php?&diff=616000072,616000072,13916,156,1,1,rein,FALSE, scotland and england | nationality = scottish | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
73396855,2006-09-01,2006-09-02 13:48:37,504493,http://en.wikipedia.org/w/index.php?&diff=73396855,73396855,3620,1649,128,0,ins,TRUE," [[ 2006 ]] , presenter [[ selina scott ]] complained about the falling standards of",british, tv with such shows as [[ big brother ( uk ) | big brother,N,N,N,Y,,,-1,-1
616000072,2014-07-01,7/7/14 21:13,21773512,http://en.wikipedia.org/w/index.php?&diff=616000321,616000321,13916,156,1,2,out,FALSE, scotland and england | nationality = scottish | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
616000677,2014-07-01,7/7/14 21:16,15526990,http://en.wikipedia.org/w/index.php?&diff=616000677,616000677,13916,156,2,1,rein,FALSE, scotland and england | nationality = scottish | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,-1,134
617847774,2014-08-01,8/12/14 01:52,0|14.2.21.62,http://en.wikipedia.org/w/index.php?&diff=620854612,620854612,13916,156,1,1,out,FALSE, scotland and england | nationality = scottish | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
636990541,2014-12-01,12/10/14 00:57,23094011,http://en.wikipedia.org/w/index.php?&diff=637404058,637404058,13916,178,0,1,out,FALSE, scotland and england | nationality = scottish | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
773227507,2017-04-01,4/10/17 14:22,0|2A02:C7D:4EEA:2A00:C11C:EB63:C704:BDE8,http://en.wikipedia.org/w/index.php?&diff=774758609,774758609,13916,184,0,6,out,TRUE, scotland and england | nationality = scottish | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
774758676,2017-04-01,4/10/17 14:23,128863,http://en.wikipedia.org/w/index.php?&diff=774758676,774758676,13916,184,6,0,rein,TRUE, scotland and england | nationality = scottish | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
115425293,2007-03-01,3/16/07 11:36,1193175,http://en.wikipedia.org/w/index.php?&diff=115533818,115533818,3620,2036,0,69,out,TRUE," [[ 2006 ]] , presenter [[ selina scott ]] complained about the falling standards of",british, tv with such shows as [[ big brother ( uk ) | big brother,N,N,N,Y,,,-1,-1
131713650,2007-05-01,2007-05-18 05:04:42,504493,http://en.wikipedia.org/w/index.php?&diff=131713650,131713650,5501,2146,145,0,ins,TRUE," [[ 2006 ]] , presenter [[ selina scott ]] complained about the falling standards of",british, tv with such shows as [[ big brother ( uk ) | big brother,N,N,N,Y,,,-1,-1
405292653,2011-01-01,1/1/11 08:00,394460,http://en.wikipedia.org/w/index.php?&diff=405292653,405292653,16159,5254,6,0,in,FALSE, the royal society of edinburgh ]] [[ category : scottish businesspeople ]] [[ category :,scottish, physicists ]] [[ ar : جون لوجي بيرد ]] [[ bn : জন লগি,Y,N,N,N,Question,YES,-1,-1
336216696,2010-01-01,2010-01-06 16:15:34,394460,http://en.wikipedia.org/w/index.php?&diff=336216696,336216696,14461,4803,9,0,ins,FALSE, the university of strathclyde ]] [[ category : history of television ]] [[ category :,scottish, science hall of fame ]] [[ ar : جون لوجي بيرد ]] [[ bn,Y,N,N,N,,,-1,-1
247554700,2008-10-01,2008-10-25 09:34:28,0|131.111.141.164,http://en.wikipedia.org/w/index.php?&diff=247554700,247554700,11247,37,2,2,ins,TRUE, tv . jpg | caption = | name = john logie baird | nationality =,british, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
247554700,2008-10-01,10/25/08 10:00,1894081,http://en.wikipedia.org/w/index.php?&diff=247556890,247556890,11247,37,2,2,out,TRUE, tv . jpg | caption = | name = john logie baird | nationality =,british, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
259188777,2008-12-01,12/20/08 17:10,0|81.107.51.218,http://en.wikipedia.org/w/index.php?&diff=259188777,259188777,11247,37,1,1,rein,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,british, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
259188777,2008-12-01,12/20/08 18:08,3305034,http://en.wikipedia.org/w/index.php?&diff=259197559,259197559,11247,37,1,1,out,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,british, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9119,5966,3574,0,ins,TRUE," [[ 2006 ]] , presenter [[ selina scott ]] complained about the falling standards of",british, tv with such shows as [[ big brother ( uk ) | big brother,N,N,N,Y,Vandalism/Bulk,,0,0
205473583,2008-04-01,4/19/08 2:00,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9119,4929,0,2734,out,TRUE," [[ 2006 ]] , presenter [[ selina scott ]] complained about the falling standards of",british, tv with such shows as [[ big brother ( uk ) | big brother,N,N,N,Y,,,34,44
293420831,2009-05-01,5/31/09 0:36,0|86.170.128.84,http://en.wikipedia.org/w/index.php?&diff=293420831,293420831,11247,37,1,1,rein,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,british, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
293420831,2009-05-01,5/31/09 0:52,3305034,http://en.wikipedia.org/w/index.php?&diff=293423097,293423097,11247,37,1,1,out,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,british, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
238967290,2008-09-01,9/17/08 5:59,6683876,http://en.wikipedia.org/w/index.php?&diff=238967307,238967307,5501,2155,0,180,out,TRUE," [[ 2006 ]] , presenter [[ selina scott ]] complained about the falling standards of",british, tv with such shows as [[ big brother ( uk ) | big brother,N,N,N,Y,,,-1,-1
293754050,2009-06-01,6/1/09 17:15,0|86.162.150.213,http://en.wikipedia.org/w/index.php?&diff=293754050,293754050,11247,37,1,1,rein,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,british, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
293754050,2009-06-01,6/2/09 02:35,3305034,http://en.wikipedia.org/w/index.php?&diff=293860663,293860663,11247,37,1,1,out,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,british, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
238967442,2008-09-01,9/17/08 6:01,7807854,http://en.wikipedia.org/w/index.php?&diff=238967442,238967442,5501,2570,2323,0,rein,TRUE," [[ 2006 ]] , presenter [[ selina scott ]] complained about the falling standards of",british, tv with such shows as [[ big brother ( uk ) | big brother,N,N,N,Y,,,-1,-1
352572066,2010-03-01,3/28/10 18:01,8211899,http://en.wikipedia.org/w/index.php?&diff=352572461,352572461,5501,3784,0,202,out,TRUE," august 2006 , had presenter [[ selina scott ]] complaining about the falling standards of",british, tv with such shows as [[ big brother ( uk ) | big brother,N,N,N,Y,,,87,117
247229699,2008-10-01,10/25/08 9:34,0|131.111.141.164,http://en.wikipedia.org/w/index.php?&diff=247554700,247554700,10533,37,2,2,out,TRUE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
247556890,2008-10-01,10/25/08 10:00,1894081,http://en.wikipedia.org/w/index.php?&diff=247556890,247556890,10533,37,2,2,rein,TRUE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
249233690,2008-11-01,11/4/08 16:41,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,10533,37,0,1209,out,TRUE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,Y,,,2,4
249668669,2008-11-01,11/4/08 16:42,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,10533,37,1209,0,rein,TRUE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,Y,,,2,4
258900979,2008-12-01,12/20/08 17:10,0|81.107.51.218,http://en.wikipedia.org/w/index.php?&diff=259188777,259188777,10533,37,1,1,out,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
259197559,2008-12-01,12/20/08 18:08,3305034,http://en.wikipedia.org/w/index.php?&diff=259197559,259197559,10533,37,1,1,rein,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
288060714,2009-05-01,5/9/09 09:28,0|85.185.65.130,http://en.wikipedia.org/w/index.php?&diff=288839540,288839540,10533,37,5,4,out,TRUE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
288840940,2009-05-01,5/9/09 09:41,101220,http://en.wikipedia.org/w/index.php?&diff=288840940,288840940,10533,37,4,5,rein,TRUE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
291773429,2009-05-01,5/31/09 0:36,0|86.170.128.84,http://en.wikipedia.org/w/index.php?&diff=293420831,293420831,10533,37,1,1,out,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
293423097,2009-05-01,5/31/09 0:52,3305034,http://en.wikipedia.org/w/index.php?&diff=293423097,293423097,10533,37,1,1,rein,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
293423097,2009-06-01,6/1/09 17:15,0|86.162.150.213,http://en.wikipedia.org/w/index.php?&diff=293754050,293754050,10533,37,1,1,out,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
293860663,2009-06-01,6/2/09 02:35,3305034,http://en.wikipedia.org/w/index.php?&diff=293860663,293860663,10533,37,1,1,rein,FALSE, tv . jpg | caption = | name = john logie baird | nationality =,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,,,56,74
659747378,2015-04-01,4/28/15 21:08,19372301,http://en.wikipedia.org/w/index.php?&diff=659750245,659750245,19571,1820,123,97,out,TRUE, uk / scientists / biographies / john - logie - baird / | website =,scottish, science hall of fame | publisher = national library of scotland | accessdate =,Y,N,N,Y,,,-1,-1
529104263,2012-12-01,12/29/12 10:29,14511822,http://en.wikipedia.org/w/index.php?&diff=530278092,530278092,17473,188,0,15,out,TRUE, united kingdom ]] | nationality = [[ scotland | scottish ]] [[ united kingdom |,british, ]] | other _ names = johnny | citizenship = [[ united kingdom |,Y,N,Right,N,Cleaning,,-1,-1
336159279,2010-01-01,2010-01-06 07:13:36,394460,http://en.wikipedia.org/w/index.php?&diff=336159279,336159279,14435,230,81,8,ins,TRUE," voted the second most popular scottish scientist "" | date = 2009 | work =",scottish, science hall of fame | publisher = national library of scotland | accessdate =,Y,N,N,Y,,,-1,-1
353617800,2010-04-01,4/2/10 21:32,0|91.107.43.227,http://en.wikipedia.org/w/index.php?&diff=353617800,353617800,5501,3784,202,0,rein,TRUE," august 2006 , had presenter [[ selina scott ]] complaining about the falling standards of",british, tv with such shows as [[ big brother ( uk ) | big brother,N,N,N,Y,,,87,117
353617800,2010-04-01,4/2/10 21:54,139104,http://en.wikipedia.org/w/index.php?&diff=353621079,353621079,5501,3784,0,202,out,TRUE," august 2006 , had presenter [[ selina scott ]] complaining about the falling standards of",british, tv with such shows as [[ big brother ( uk ) | big brother,N,N,N,Y,,,87,117
392652227,2010-10-01,10/25/10 23:22,0|81.129.30.230,http://en.wikipedia.org/w/index.php?&diff=392884574,392884574,14435,176,4,4,out,TRUE," voted the second most popular scottish scientist "" | date = 2009 | work =",scottish, science hall of fame | publisher = national library of scotland | accessdate =,Y,N,N,N,,,-1,-1
392995881,2010-10-01,10/26/10 13:54,4625550,http://en.wikipedia.org/w/index.php?&diff=392995881,392995881,14435,176,2,2,rein,TRUE," voted the second most popular scottish scientist "" | date = 2009 | work =",scottish, science hall of fame | publisher = national library of scotland | accessdate =,Y,N,N,N,,,-1,-1
680749,2003-02-01,2003-02-12 17:35:43,4444,http://en.wikipedia.org/w/index.php?&diff=680749,680749,297,229,31,0,in,FALSE, baird television ] * [ http : / / www . bbc . co .,uk, / history / historic _ figures / baird _ logie . shtml baird bio,N,N,Link,N,External link,,-1,-1
1965569,2003-11-01,2003-11-05 12:56:28,0|195.92.67.74,http://en.wikipedia.org/w/index.php?&diff=1965569,1965569,371,290,11,0,in,FALSE, shtml baird bio on bbc site ] = = see also = = * [[,uk, topics ]],N,N,N,N,,,-1,7
6284228,2004-10-01,2004-10-01 13:09:59,0|213.123.193.47,http://en.wikipedia.org/w/index.php?&diff=6284228,6284228,850,565,39,0,in,FALSE, bbc site ] * [ http : / / www . terramedia . co .,uk, / documents / baird _ televisor . htm how to build a baird televisor,N,N,Link,Y,external,,-1,-1
25445129,2005-10-01,2005-10-25 22:40:57,394460,http://en.wikipedia.org/w/index.php?&diff=26479217,26479217,371,906,80,7,out,TRUE, a legacy of invention and innovation . = = see also = = * [[,uk, topics ]] * [[ logie award ]] s - [[ australia ]] n television,N,N,N,Y,,,-1,-1
26479217,2005-10-01,2005-10-25 22:40:57,394460,http://en.wikipedia.org/w/index.php?&diff=26479217,26479217,2143,92,80,7,in,TRUE, [[ larchfield school ]] ( which later merged to form the [[ independent school (,uk," ) | private ]] [[ lomond school ]] ) , helensburgh ; the [[",N,N,N,N,,,-1,-1
30972839,2005-12-01,2005-12-11 22:11:08,0|83.138.189.76,http://en.wikipedia.org/w/index.php?&diff=30972839,30972839,2292,395,84,0,in,TRUE," on to produce other advances in the field . hastings , in east sussex ,",uk, claims to be the ' birthplace of television ' as it was there he,N,N,N,Y,,,-1,-1
45434078,2006-03-01,2006-03-30 11:52:35,0|217.206.146.20,http://en.wikipedia.org/w/index.php?&diff=46154782,46154782,2143,87,3,5,out,FALSE," argyll ]] , [[ scotland ]] , and educated at [[ larchfield school ]] (",uk," ) | private ]] [[ lomond school ]] ) , helensburgh ; the '",N,N,N,N,,,-1,-1
73396855,2006-09-01,2006-09-02 13:48:37,504493,http://en.wikipedia.org/w/index.php?&diff=73396855,73396855,3630,1659,128,0,in,TRUE, about the falling standards of british tv with such shows as [[ big brother (,uk," ) | big brother ]] and other "" reality "" programmes . malcolm baird",N,N,N,Y,,,-1,-1
78014525,2006-09-01,2006-09-29 04:24:29,35201,http://en.wikipedia.org/w/index.php?&diff=78442013,78442013,2292,462,242,141,out,FALSE," experiments to a crowd of onlookers . [[ hastings ]] , in east sussex ,",uk," , claims to be the ' birthplace of television ' as it was there",N,N,N,Y,,,-1,-1
85884176,2006-11-01,2006-11-05 18:25:20,1388209,http://en.wikipedia.org/w/index.php?&diff=85884176,85884176,4587,2345,31,0,in,FALSE, bbc site ] * [ http : / / www . screenonline . org .,uk, / people / id / 580156 / index . html john logie baird biography,N,N,Link,Y,External link,,-1,-1
86622361,2006-11-01,2006-11-09 01:43:29,1947165,http://en.wikipedia.org/w/index.php?&diff=86622361,86622361,4628,2487,24,0,in,TRUE, / lost - british - television . blogspot . com / blog describing many missing,uk," television programmes ] {{ persondata | name = baird , logie john | alternative",N,N,N,Y,,,23,4
115425293,2007-03-01,2007-03-16 11:36:50,1193175,http://en.wikipedia.org/w/index.php?&diff=115533818,115533818,3630,2046,0,69,out,TRUE, about the falling standards of british tv with such shows as [[ big brother (,uk," ) | big brother ]] and other "" reality "" programs . = =",N,N,N,Y,,,-1,-1
118146408,2007-03-01,2007-03-27 00:48:25,3091591,http://en.wikipedia.org/w/index.php?&diff=118146408,118146408,5111,2511,37,0,in,TRUE, line broadcasts ] * [ http : / / www . virtualscotland . co .,uk, / scotland _ articles / famous - scots / john - logie - baird,N,N,Link,Y,External link,,-1,-1
131713650,2007-05-01,2007-05-18 05:04:42,504493,http://en.wikipedia.org/w/index.php?&diff=131713650,131713650,5511,2156,145,0,in,TRUE, about the falling standards of british tv with such shows as [[ big brother (,uk," ) | big brother ]] and other "" reality "" programmes . malcolm baird",N,N,N,Y,,,-1,-1
186404300,2008-01-01,2008-01-23 19:36:43,35201,http://en.wikipedia.org/w/index.php?&diff=186404300,186404300,6109,2956,121,0,in,FALSE," s . patent for baird ' s color television system , filed 1929 ( in",uk," , 1928 ) . {{ defaultsort : baird , john logie }} {{ persondata",N,N,N,Y,,,-1,-1
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9129,5976,3574,0,in,TRUE, about the falling standards of british tv with such shows as [[ big brother (,uk," ) | big brother ]] and other "" reality "" programmes . malcolm baird",N,N,N,Y,,,0,0
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9555,6402,3574,0,in,TRUE, baird television ] * [ http : / / www . bbc . co .,uk, / history / historic _ figures / baird _ logie . shtml baird bio,N,N,N,Y,,,0,0
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9586,6433,3574,0,in,TRUE, bbc site ] * [ http : / / www . screenonline . org .,uk, / people / id / 580156 / index . html john logie baird biography,N,N,N,Y,,,0,0
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9617,6464,3574,0,in,TRUE, bfi screenonline ] * [ http : / / www . terramedia . co .,uk, / documents / baird _ televisor . htm how to build a baird televisor,N,N,N,Y,,,0,0
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9728,6575,3574,0,in,TRUE, / lost - british - television . blogspot . com / blog describing many missing,uk, television programmes - containing entries about baird 30 - line and 240 - line,N,N,N,Y,,,0,0
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9757,6604,3574,0,in,TRUE, line broadcasts ] * [ http : / / www . virtualscotland . co .,uk, / scotland _ articles / famous - scots / john - logie - baird,N,N,N,Y,,,0,0
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9889,6736,3574,0,in,TRUE," , us patent for baird ' s color television system , filed 1929 ( in",uk," , 1928 ) . {{ defaultsort : baird , john logie }} {{ persondata",N,Y,N,Y,,,0,0
205473583,2008-04-01,2008-04-19 02:00:42,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9129,4939,0,2734,out,TRUE, about the falling standards of british tv with such shows as [[ big brother (,uk," ) | big brother ]] and other "" reality "" programmes . malcolm baird",N,N,N,Y,,,34,44
205473583,2008-04-01,2008-04-19 02:00:42,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9555,5365,0,2734,out,TRUE, baird television ] * [ http : / / www . bbc . co .,uk, / history / historic _ figures / baird _ logie . shtml baird bio,N,N,Link,Y,External link,,34,44
205473583,2008-04-01,2008-04-19 02:00:42,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9586,5396,0,2734,out,TRUE, bbc site ] * [ http : / / www . screenonline . org .,uk, / people / id / 580156 / index . html john logie baird biography,N,N,Link,Y,External link,,34,44
205473583,2008-04-01,2008-04-19 02:00:42,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9617,5427,0,2734,out,TRUE, bfi screenonline ] * [ http : / / www . terramedia . co .,uk, / documents / baird _ televisor . htm how to build a baird televisor,N,N,Link,Y,External link,,34,44
205473583,2008-04-01,2008-04-19 02:00:42,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9728,5538,0,2734,out,TRUE, / lost - british - television . blogspot . com / blog describing many missing,uk, television programmes - containing entries about baird 30 - line and 240 - line,N,N,N,Y,,,34,44
205473583,2008-04-01,2008-04-19 02:00:42,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9757,5567,0,2734,out,TRUE, line broadcasts ] * [ http : / / www . virtualscotland . co .,uk, / scotland _ articles / famous - scots / john - logie - baird,N,N,Link,Y,External link,,34,44
205473583,2008-04-01,2008-04-19 02:00:42,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9889,5699,0,2734,out,TRUE," , us patent for baird ' s color television system , filed 1929 ( in",uk," , 1928 ) . {{ defaultsort : baird , john logie }} {{ persondata",N,N,N,Y,,,34,44
238967290,2008-09-01,2008-09-17 05:59:59,6683876,http://en.wikipedia.org/w/index.php?&diff=238967307,238967307,5511,2165,0,180,out,TRUE, about the falling standards of british tv with such shows as [[ big brother (,uk," ) | big brother ]] and other "" reality "" programmes . malcolm baird",N,N,N,Y,,,-1,-1
238967442,2008-09-01,2008-09-17 06:01:20,7807854,http://en.wikipedia.org/w/index.php?&diff=238967442,238967442,5511,2580,2323,0,rein,TRUE, about the falling standards of british tv with such shows as [[ big brother (,uk," ) | big brother ]] and other "" reality "" programmes . malcolm baird",N,N,N,Y,,,-1,-1
249233690,2008-11-01,2008-11-04 16:41:07,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,297,2944,0,1209,out,TRUE, baird television ] * [ http : / / www . bbc . co .,uk, / history / historic _ figures / baird _ logie . shtml baird bio,N,N,Link,Y,External link,,-1,-1
249233690,2008-11-01,2008-11-04 16:41:07,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,4587,2975,0,1209,out,TRUE, bbc site ] * [ http : / / www . screenonline . org .,uk, / people / id / 580156 / index . html john logie baird biography,N,N,Link,Y,External link,,-1,-1
249233690,2008-11-01,2008-11-04 16:41:07,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,850,3006,0,1209,out,TRUE, bfi screenonline ] * [ http : / / www . terramedia . co .,uk, / documents / baird _ televisor . htm how to build a baird televisor,N,N,Link,Y,External link,,-1,-1
249233690,2008-11-01,2008-11-04 16:41:07,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,4628,3117,0,1209,out,TRUE, / lost - british - television . blogspot . com / blog describing many missing,uk, television programmes - containing entries about baird 30 - line and 240 - line,N,N,N,Y,,,-1,-1
249233690,2008-11-01,2008-11-04 16:41:07,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,5111,3146,0,1209,out,TRUE, line broadcasts ] * [ http : / / www . virtualscotland . co .,uk, / scotland _ articles / famous - scots / john - logie - baird,N,N,Link,Y,External link,,-1,-1
249233690,2008-11-01,2008-11-04 16:41:07,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,6109,3278,0,1209,out,TRUE," , us patent for baird ' s color television system , filed 1929 ( in",uk," , 1928 ) . {{ persondata | name = baird , logie john |",N,N,N,Y,,,-1,-1
249668669,2008-11-01,2008-11-04 16:42:12,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,297,2944,1209,0,rein,TRUE, baird television ] * [ http : / / www . bbc . co .,uk, / history / historic _ figures / baird _ logie . shtml baird bio,N,N,N,Y,,,-1,-1
249668669,2008-11-01,2008-11-04 16:42:12,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,4587,2975,1209,0,rein,TRUE, bbc site ] * [ http : / / www . screenonline . org .,uk, / people / id / 580156 / index . html john logie baird biography,N,N,N,Y,,,-1,-1
249668669,2008-11-01,2008-11-04 16:42:12,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,850,3006,1209,0,rein,TRUE, bfi screenonline ] * [ http : / / www . terramedia . co .,uk, / documents / baird _ televisor . htm how to build a baird televisor,N,N,N,Y,,,-1,-1
249668669,2008-11-01,2008-11-04 16:42:12,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,4628,3117,1209,0,rein,TRUE, / lost - british - television . blogspot . com / blog describing many missing,uk, television programmes - containing entries about baird 30 - line and 240 - line,N,N,N,Y,,,-1,-1
249668669,2008-11-01,2008-11-04 16:42:12,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,5111,3146,1209,0,rein,TRUE, line broadcasts ] * [ http : / / www . virtualscotland . co .,uk, / scotland _ articles / famous - scots / john - logie - baird,N,N,N,Y,,,-1,-1
249668669,2008-11-01,2008-11-04 16:42:12,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,6109,3278,1209,0,rein,TRUE," , us patent for baird ' s color television system , filed 1929 ( in",uk," , 1928 ) . {{ persondata | name = baird , logie john |",N,N,N,Y,,,-1,-1
259706829,2008-12-01,2008-12-24 19:57:27,0|91.85.137.135,http://en.wikipedia.org/w/index.php?&diff=259951213,259951213,4628,3304,0,37,out,TRUE, / lost - british - television . blogspot . com / blog describing many missing,uk, television programmes - containing entries about baird 30 - line and 240 - line,N,N,N,Y,,,18,82
